# UTENTES
---------
ID: 1   | Prioridade: G  | Entrada: 18024  | Tempos: tr: 68, C: 815                
| 23521  | partida_balcao_B1  | G109   | 23595         | P:  G:                                                       | None       | inf.        | P:  G: 96, 83, 44                                            | G103        | 23567        | G113        | 24204        | P:  G:                                                       | None        | inf.         | G50         | 23793        | P:  G:                                                       | G92         | 24049        | P:  G:                                                       | G109       | 23587       |
| 23567  | partida_balcao_A1  | G103   | 23595         | P:  G:                                                       | None       | inf.        | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | None        | inf.         | G50         | 23793        | P:  G:                                                       | G92         | 24049        | P:  G:                                                       | G109       | 23587       |
| 23587  | partida_tesouraria | G109   | 23595         | P:  G:                                                       | None       | inf.        | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | None        | inf.         | G50         | 23793        | P:  G:                                                       | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 23595  | chegada            | G7     | 23745         | P:  G:                                                       | G7         | 23690       | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | None        | inf.         | G50         | 23793        | P:  G:                                                       | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 23690  | partida_triagem    | G7     | 23745         | P:  G:                                                       | None       | inf.        | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | G7          | 23867        | G50         | 23793        | P:  G:                                                       | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 23745  | chegada            | G32    | 23842         | P:  G:                                                       | G32        | 23772       | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | G7          | 23867        | G50         | 23793        | P:  G:                                                       | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 23772  | partida_triagem    | G32    | 23842         | P:  G:                                                       | None       | inf.        | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | G7          | 23867        | G50         | 23793        | P:  G: 32                                                    | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 23793  | partida_balcao_B2  | G50    | 23842         | P:  G:                                                       | None       | inf.        | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | G7          | 23867        | None        | inf.         | P:  G: 32                                                    | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 23842  | chegada            | G86    | 23880         | P:  G:                                                       | G86        | 23884       | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | G7          | 23867        | None        | inf.         | P:  G: 32                                                    | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 23867  | partida_balcao_B1  | G7     | 23880         | P:  G:                                                       | G86        | 23884       | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G: 32                                                    | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 23880  | chegada            | G55    | 24004         | P:  G: 55                                                    | G86        | 23884       | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G: 32                                                    | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 23884  | partida_triagem    | G86    | 24004         | P:  G:                                                       | G55        | 23939       | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G: 32, 86                                                | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 23939  | partida_triagem    | G55    | 24004         | P:  G:                                                       | None       | inf.        | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | G55         | 24282        | None        | inf.         | P:  G: 32, 86                                                | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 24004  | chegada            | G116   | 24265         | P:  G:                                                       | G116       | 24027       | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | G55         | 24282        | None        | inf.         | P:  G: 32, 86                                                | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 24027  | partida_triagem    | G116   | 24265         | P:  G:                                                       | None       | inf.        | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | G55         | 24282        | G116        | 24424        | P:  G: 32, 86                                                | G92         | 24049        | P:  G:                                                       | None       | inf.        |
| 24049  | partida_balcao_C1  | G92    | 24265         | P:  G:                                                       | None       | inf.        | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | G55         | 24282        | G116        | 24424        | P:  G: 86                                                    | G32         | 24763        | P:  G:                                                       | G92        | 24049       |
| 24049  | partida_tesouraria | G92    | 24265         | P:  G:                                                       | None       | inf.        | P:  G: 83, 44                                                | G96         | 24152        | G113        | 24204        | P:  G:                                                       | G55         | 24282        | G116        | 24424        | P:  G: 86                                                    | G32         | 24763        | P:  G:                                                       | None       | inf.        |
| 24152  | partida_balcao_A1  | G96    | 24265         | P:  G:                                                       | None       | inf.        | P:  G: 44                                                    | G83         | 25483        | G113        | 24204        | P:  G:                                                       | G55         | 24282        | G116        | 24424        | P:  G: 86                                                    | G32         | 24763        | P:  G:                                                       | None       | inf.        |
| 24204  | partida_balcao_A2  | G113   | 24265         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G83         | 25483        | G44         | 25266        | P:  G:                                                       | G55         | 24282        | G116        | 24424        | P:  G: 86                                                    | G32         | 24763        | P:  G:                                                       | None       | inf.        |
| 24265  | chegada            | G60    | 24611         | P:  G:                                                       | G60        | 24312       | P:  G:                                                       | G83         | 25483        | G44         | 25266        | P:  G:                                                       | G55         | 24282        | G116        | 24424        | P:  G: 86                                                    | G32         | 24763        | P:  G:                                                       | None       | inf.        |
| 24282  | partida_balcao_B1  | G55    | 24611         | P:  G:                                                       | G60        | 24312       | P:  G:                                                       | G83         | 25483        | G44         | 25266        | P:  G:                                                       | None        | inf.         | G116        | 24424        | P:  G: 86                                                    | G32         | 24763        | P:  G:                                                       | None       | inf.        |
| 24312  | partida_triagem    | G60    | 24611         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G83         | 25483        | G44         | 25266        | P:  G:                                                       | G60         | 24901        | G116        | 24424        | P:  G: 86                                                    | G32         | 24763        | P:  G:                                                       | None       | inf.        |
| 24424  | partida_balcao_B2  | G116   | 24611         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G83         | 25483        | G44         | 25266        | P:  G:                                                       | G60         | 24901        | None        | inf.         | P:  G: 86                                                    | G32         | 24763        | P:  G:                                                       | None       | inf.        |
| 24611  | chegada            | P27    | 24739         | P:  G:                                                       | P27        | 24630       | P:  G:                                                       | G83         | 25483        | G44         | 25266        | P:  G:                                                       | G60         | 24901        | None        | inf.         | P:  G: 86                                                    | G32         | 24763        | P:  G:                                                       | None       | inf.        |
| 24630  | partida_triagem    | P27    | 24739         | P:  G:                                                       | None       | inf.        | P: 27 G:                                                     | G83         | 25483        | G44         | 25266        | P:  G:                                                       | G60         | 24901        | None        | inf.         | P:  G: 86                                                    | G32         | 24763        | P:  G:                                                       | None       | inf.        |
| 24739  | chegada            | P105   | 25254         | P:  G:                                                       | P105       | 24899       | P: 27 G:                                                     | G83         | 25483        | G44         | 25266        | P:  G:                                                       | G60         | 24901        | None        | inf.         | P:  G: 86                                                    | G32         | 24763        | P:  G:                                                       | None       | inf.        |
| 24763  | partida_balcao_C1  | G32    | 25254         | P:  G:                                                       | P105       | 24899       | P: 27 G:                                                     | G83         | 25483        | G44         | 25266        | P:  G:                                                       | G60         | 24901        | None        | inf.         | P:  G:                                                       | G86         | 25452        | P:  G:                                                       | None       | inf.        |
| 24899  | partida_triagem    | P105   | 25254         | P:  G:                                                       | None       | inf.        | P: 27, 105 G:                                                | G83         | 25483        | G44         | 25266        | P:  G:                                                       | G60         | 24901        | None        | inf.         | P:  G:                                                       | G86         | 25452        | P:  G:                                                       | None       | inf.        |
| 24901  | partida_balcao_B1  | G60    | 25254         | P:  G:                                                       | None       | inf.        | P: 27, 105 G:                                                | G83         | 25483        | G44         | 25266        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G86         | 25452        | P:  G:                                                       | G60        | 25014       |
| 25014  | partida_tesouraria | G60    | 25254         | P:  G:                                                       | None       | inf.        | P: 27, 105 G:                                                | G83         | 25483        | G44         | 25266        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G86         | 25452        | P:  G:                                                       | None       | inf.        |
| 25254  | chegada            | G91    | 25273         | P:  G:                                                       | G91        | 25339       | P: 27, 105 G:                                                | G83         | 25483        | G44         | 25266        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G86         | 25452        | P:  G:                                                       | None       | inf.        |
| 25266  | partida_balcao_A2  | G44    | 25273         | P:  G:                                                       | G91        | 25339       | P: 105 G:                                                    | G83         | 25483        | P27         | 26805        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G86         | 25452        | P:  G:                                                       | G44        | 25385       |
| 25273  | chegada            | G139   | 25891         | P:  G: 139                                                   | G91        | 25339       | P: 105 G:                                                    | G83         | 25483        | P27         | 26805        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G86         | 25452        | P:  G:                                                       | G44        | 25385       |
| 25339  | partida_triagem    | G91    | 25891         | P:  G:                                                       | G139       | 25428       | P: 105 G:                                                    | G83         | 25483        | P27         | 26805        | P:  G:                                                       | G91         | 25977        | None        | inf.         | P:  G:                                                       | G86         | 25452        | P:  G:                                                       | G44        | 25385       |
| 25385  | partida_tesouraria | G44    | 25891         | P:  G:                                                       | G139       | 25428       | P: 105 G:                                                    | G83         | 25483        | P27         | 26805        | P:  G:                                                       | G91         | 25977        | None        | inf.         | P:  G:                                                       | G86         | 25452        | P:  G:                                                       | None       | inf.        |
| 25428  | partida_triagem    | G139   | 25891         | P:  G:                                                       | None       | inf.        | P: 105 G:                                                    | G83         | 25483        | P27         | 26805        | P:  G:                                                       | G91         | 25977        | None        | inf.         | P:  G:                                                       | G86         | 25452        | P:  G:                                                       | G139       | 25508       |
| 25452  | partida_balcao_C1  | G86    | 25891         | P:  G:                                                       | None       | inf.        | P: 105 G:                                                    | G83         | 25483        | P27         | 26805        | P:  G:                                                       | G91         | 25977        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G139       | 25508       |
| 25483  | partida_balcao_A1  | G83    | 25891         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | P105        | 25634        | P27         | 26805        | P:  G:                                                       | G91         | 25977        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G139       | 25508       |
| 25508  | partida_tesouraria | G139   | 25891         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | P105        | 25634        | P27         | 26805        | P:  G:                                                       | G91         | 25977        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 25634  | partida_balcao_A1  | P105   | 25891         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | P27         | 26805        | P:  G:                                                       | G91         | 25977        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 25891  | chegada            | P64    | 26010         | P:  G:                                                       | P64        | 25930       | P:  G:                                                       | None        | inf.         | P27         | 26805        | P:  G:                                                       | G91         | 25977        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 25930  | partida_triagem    | P64    | 26010         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | P27         | 26805        | P:  G:                                                       | G91         | 25977        | P64         | 26589        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 25977  | partida_balcao_B1  | G91    | 26010         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | P27         | 26805        | P:  G:                                                       | None        | inf.         | P64         | 26589        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G91        | 26072       |
| 26010  | chegada            | P138   | 26258         | P:  G:                                                       | P138       | 26093       | P:  G:                                                       | None        | inf.         | P27         | 26805        | P:  G:                                                       | None        | inf.         | P64         | 26589        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G91        | 26072       |
| 26072  | partida_tesouraria | G91    | 26258         | P:  G:                                                       | P138       | 26093       | P:  G:                                                       | None        | inf.         | P27         | 26805        | P:  G:                                                       | None        | inf.         | P64         | 26589        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 26093  | partida_triagem    | P138   | 26258         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | P27         | 26805        | P:  G:                                                       | None        | inf.         | P64         | 26589        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | P138       | 26230       |
| 26230  | partida_tesouraria | P138   | 26258         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | P27         | 26805        | P:  G:                                                       | None        | inf.         | P64         | 26589        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 26258  | chegada            | G124   | 26381         | P:  G:                                                       | G124       | 26265       | P:  G:                                                       | None        | inf.         | P27         | 26805        | P:  G:                                                       | None        | inf.         | P64         | 26589        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 26265  | partida_triagem    | G124   | 26381         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G124        | 26708        | P27         | 26805        | P:  G:                                                       | None        | inf.         | P64         | 26589        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 26381  | chegada            | G85    | 26448         | P:  G:                                                       | G85        | 26386       | P:  G:                                                       | G124        | 26708        | P27         | 26805        | P:  G:                                                       | None        | inf.         | P64         | 26589        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 26386  | partida_triagem    | G85    | 26448         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G124        | 26708        | P27         | 26805        | P:  G:                                                       | G85         | 26772        | P64         | 26589        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 26448  | chegada            | P61    | 27433         | P:  G:                                                       | P61        | 26528       | P:  G:                                                       | G124        | 26708        | P27         | 26805        | P:  G:                                                       | G85         | 26772        | P64         | 26589        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 26528  | partida_triagem    | P61    | 27433         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G124        | 26708        | P27         | 26805        | P: 61 G:                                                     | G85         | 26772        | P64         | 26589        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 26589  | partida_balcao_B2  | P64    | 27433         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G124        | 26708        | P27         | 26805        | P:  G:                                                       | G85         | 26772        | P61         | 26796        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 26708  | partida_balcao_A1  | G124   | 27433         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | P27         | 26805        | P:  G:                                                       | G85         | 26772        | P61         | 26796        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 26772  | partida_balcao_B1  | G85    | 27433         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | P27         | 26805        | P:  G:                                                       | None        | inf.         | P61         | 26796        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G85        | 26816       |
| 26796  | partida_balcao_B2  | P61    | 27433         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | P27         | 26805        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G85        | 26816       |
| 26805  | partida_balcao_A2  | P27    | 27433         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G85        | 26816       |
| 26816  | partida_tesouraria | G85    | 27433         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 27433  | chegada            | G51    | 27716         | P:  G:                                                       | G51        | 27561       | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 27561  | partida_triagem    | G51    | 27716         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G51         | 28336        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 27716  | chegada            | G41    | 27786         | P:  G:                                                       | G41        | 27783       | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G51         | 28336        | None        | inf.         | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 27783  | partida_triagem    | G41    | 27786         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 27786  | chegada            | G140   | 27827         | P:  G:                                                       | G140       | 27800       | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 27800  | partida_triagem    | G140   | 27827         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | G140       | 27824       |
| 27824  | partida_tesouraria | G140   | 27827         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 27827  | chegada            | P76    | 27842         | P:  G:                                                       | P76        | 27838       | P:  G:                                                       | None        | inf.         | None        | inf.         | P:  G:                                                       | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 27838  | partida_triagem    | P76    | 27842         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | None        | inf.         | None        | inf.         | P: 76 G:                                                     | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 27842  | chegada            | G15    | 27875         | P:  G:                                                       | G15        | 27853       | P:  G:                                                       | None        | inf.         | None        | inf.         | P: 76 G:                                                     | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 27853  | partida_triagem    | G15    | 27875         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G15         | 29097        | None        | inf.         | P: 76 G:                                                     | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 27875  | chegada            | G87    | 28035         | P:  G:                                                       | G87        | 27929       | P:  G:                                                       | G15         | 29097        | None        | inf.         | P: 76 G:                                                     | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 27929  | partida_triagem    | G87    | 28035         | P:  G:                                                       | None       | inf.        | P:  G:                                                       | G15         | 29097        | None        | inf.         | P: 76 G: 87                                                  | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 28035  | chegada            | P70    | 28070         | P:  G:                                                       | P70        | 28138       | P:  G:                                                       | G15         | 29097        | None        | inf.         | P: 76 G: 87                                                  | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 28070  | chegada            | P37    | 28107         | P: 37 G:                                                     | P70        | 28138       | P:  G:                                                       | G15         | 29097        | None        | inf.         | P: 76 G: 87                                                  | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 28107  | chegada            | G18    | 28249         | P: 37 G: 18                                                  | P70        | 28138       | P:  G:                                                       | G15         | 29097        | None        | inf.         | P: 76 G: 87                                                  | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 28138  | partida_triagem    | P70    | 28249         | P:  G: 18                                                    | P37        | 28243       | P:  G:                                                       | G15         | 29097        | P70         | 29337        | P: 76 G: 87                                                  | G51         | 28336        | G41         | 28379        | P:  G:                                                       | None        | inf.         | P:  G:                                                       | None       | inf.        |
| 28243  | partida_triagem    | P37    | 28249         | P:  G:                                                       | G18        | 28246       | P:  G:                                                       | G15         | 29097        | P70         | 29337        | P: 76 G: 87                                                  | G51         | 28336        | G41         | 28379        | P:  G:                                                       | P37         | 28912        | P:  G:                                                       | None       | inf.        |
| 28246  | partida_triagem    | G18    | 28249         | P:  G:                                                       | None       | inf.        | P:  G: 18                                                    | G15         | 29097        | P70         | 29337        | P: 76 G: 87                                                  | G51         | 28336        | G41         | 28379        | P:  G:                                                       | P37         | 28912        | P:  G:                                                       | None       | inf.        |
| 28249  | chegada            | G141   | 28376         | P:  G:                                                       | G141       | 28384       | P:  G: 18                                                    | G15         | 29097        | P70         | 29337        | P: 76 G: 87                                                  | G51         | 28336        | G41         | 28379        | P:  G:                                                       | P37         | 28912        | P:  G:                                                       | None       | inf.        |
